Date,Position,Track Name,Artist,Streams,Date,Region,Continent
2017-03-05,7,Perfect,Ed Sheeran,3284604,2017-03-05,global,
2017-03-05,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3269009,2017-03-05,global,
2017-03-05,9,Paris,The Chainsmokers,3120777,2017-03-05,global,
2017-03-05,10,Happier,Ed Sheeran,3076365,2017-03-05,global,
2017-03-06,1,Shape of You,Ed Sheeran,2069243,2017-03-06,us,NA
2017-03-06,2,Galway Girl,Ed Sheeran,1194054,2017-03-06,us,NA
2017-03-06,3,iSpy (feat. Lil Yachty),KYLE,1190229,2017-03-06,us,NA
2017-03-06,4,That's What I Like,Bruno Mars,1160821,2017-03-06,us,NA
2017-03-06,1,Galway Girl,Ed Sheeran,1052113,2017-03-06,gb,EU
2017-03-06,5,Something Just Like This,The Chainsmokers,1019671,2017-03-06,us,NA
2017-03-06,6,Castle on the Hill,Ed Sheeran,1016546,2017-03-06,us,NA
2017-03-06,2,Shape of You,Ed Sheeran,1002029,2017-03-06,gb,EU
2017-03-06,7,It Ain't Me (with Selena Gomez),Kygo,997251,2017-03-06,us,NA
2017-03-06,8,Bad and Boujee (feat. Lil Uzi Vert),Migos,986366,2017-03-06,us,NA
2017-03-07,1,Shape of You,Ed Sheeran,8900049,2017-03-07,global,
2017-03-07,2,Galway Girl,Ed Sheeran,4765418,2017-03-07,global,
2017-03-07,3,Castle on the Hill,Ed Sheeran,4381304,2017-03-07,global,
2017-03-07,4,It Ain't Me (with Selena Gomez),Kygo,4378230,2017-03-07,global,
2017-03-07,5,Something Just Like This,The Chainsmokers,4241126,2017-03-07,global,
2017-03-07,6,Perfect,Ed Sheeran,3599472,2017-03-07,global,
2017-03-07,7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3525550,2017-03-07,global,
2017-03-07,8,Happier,Ed Sheeran,3464020,2017-03-07,global,
2017-03-07,9,Paris,The Chainsmokers,3343729,2017-03-07,global,
2017-03-07,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,3249614,2017-03-07,global,
2017-03-08,1,Shape of You,Ed Sheeran,8738426,2017-03-08,global,
2017-03-08,2,Galway Girl,Ed Sheeran,4670824,2017-03-08,global,
2017-03-08,3,It Ain't Me (with Selena Gomez),Kygo,4355526,2017-03-08,global,
2017-03-08,4,Castle on the Hill,Ed Sheeran,4229766,2017-03-08,global,
2017-03-08,5,Something Just Like This,The Chainsmokers,4190621,2017-03-08,global,
2017-03-08,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3555972,2017-03-08,global,
2017-03-08,7,Perfect,Ed Sheeran,3467458,2017-03-08,global,
2017-03-08,8,Paris,The Chainsmokers,3352779,2017-03-08,global,
2017-03-08,9,Happier,Ed Sheeran,3307967,2017-03-08,global,
2017-03-08,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,3245142,2017-03-08,global,
2017-03-09,1,Shape of You,Ed Sheeran,8695555,2017-03-09,global,
2017-03-09,2,Galway Girl,Ed Sheeran,4720972,2017-03-09,global,
2017-03-09,3,It Ain't Me (with Selena Gomez),Kygo,4522225,2017-03-09,global,
2017-03-09,4,Something Just Like This,The Chainsmokers,4297129,2017-03-09,global,
2017-03-09,5,Castle on the Hill,Ed Sheeran,4076022,2017-03-09,global,
2017-03-09,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3622811,2017-03-09,global,
2017-03-09,7,Paris,The Chainsmokers,3398625,2017-03-09,global,
2017-03-09,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3339221,2017-03-09,global,
2017-03-09,9,Perfect,Ed Sheeran,3321704,2017-03-09,global,
2017-03-09,10,Happier,Ed Sheeran,3162786,2017-03-09,global,
2017-03-10,1,Shape of You,Ed Sheeran,8849461,2017-03-10,global,
2017-03-10,2,Galway Girl,Ed Sheeran,4690431,2017-03-10,global,
2017-03-10,3,It Ain't Me (with Selena Gomez),Kygo,4580325,2017-03-10,global,
2017-03-10,4,Something Just Like This,The Chainsmokers,4352601,2017-03-10,global,
2017-03-10,5,Castle on the Hill,Ed Sheeran,3964179,2017-03-10,global,
2017-03-10,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3682760,2017-03-10,global,
2017-03-10,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3580554,2017-03-10,global,
2017-03-10,8,Paris,The Chainsmokers,3511101,2017-03-10,global,
2017-03-10,9,Perfect,Ed Sheeran,3161957,2017-03-10,global,
2017-03-10,10,Scared to Be Lonely,Martin Garrix,3049717,2017-03-10,global,
2017-03-11,1,Shape of You,Ed Sheeran,8664792,2017-03-11,global,
2017-03-11,2,It Ain't Me (with Selena Gomez),Kygo,4476081,2017-03-11,global,
2017-03-11,3,Galway Girl,Ed Sheeran,4462046,2017-03-11,global,
2017-03-11,4,Something Just Like This,The Chainsmokers,4194847,2017-03-11,global,
2017-03-11,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3784801,2017-03-11,global,
2017-03-11,6,Castle on the Hill,Ed Sheeran,3727339,2017-03-11,global,
2017-03-11,7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3597187,2017-03-11,global,
2017-03-11,8,Paris,The Chainsmokers,3507981,2017-03-11,global,
2017-03-11,9,That's What I Like,Bruno Mars,3078419,2017-03-11,global,
2017-03-11,10,Scared to Be Lonely,Martin Garrix,3042215,2017-03-11,global,
2017-03-12,1,Shape of You,Ed Sheeran,7642879,2017-03-12,global,
2017-03-12,2,Galway Girl,Ed Sheeran,4040281,2017-03-12,global,
2017-03-12,3,It Ain't Me (with Selena Gomez),Kygo,3980692,2017-03-12,global,
2017-03-12,4,Something Just Like This,The Chainsmokers,3749812,2017-03-12,global,
2017-03-12,5,Castle on the Hill,Ed Sheeran,3347314,2017-03-12,global,
2017-03-12,6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3246673,2017-03-12,global,
2017-03-12,7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3178280,2017-03-12,global,
2017-03-12,8,Paris,The Chainsmokers,3097527,2017-03-12,global,
2017-03-12,9,That's What I Like,Bruno Mars,2831200,2017-03-12,global,
2017-03-12,10,Stay (with Alessia Cara),Zedd,2695501,2017-03-12,global,
2017-03-13,1,Shape of You,Ed Sheeran,7855284,2017-03-13,global,
2017-03-13,2,Galway Girl,Ed Sheeran,4397946,2017-03-13,global,
2017-03-13,3,It Ain't Me (with Selena Gomez),Kygo,4252564,2017-03-13,global,
2017-03-13,4,Something Just Like This,The Chainsmokers,4030370,2017-03-13,global,
2017-03-13,5,Castle on the Hill,Ed Sheeran,3482579,2017-03-13,global,
2017-03-13,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3311938,2017-03-13,global,
2017-03-13,7,Paris,The Chainsmokers,3224656,2017-03-13,global,
2017-03-13,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3188396,2017-03-13,global,
2017-03-13,9,That's What I Like,Bruno Mars,3026045,2017-03-13,global,
2017-03-13,10,Stay (with Alessia Cara),Zedd,2935457,2017-03-13,global,
2017-03-14,1,Shape of You,Ed Sheeran,7721959,2017-03-14,global,
2017-03-14,2,It Ain't Me (with Selena Gomez),Kygo,4224010,2017-03-14,global,
2017-03-14,3,Galway Girl,Ed Sheeran,4171588,2017-03-14,global,
2017-03-14,4,Something Just Like This,The Chainsmokers,4022323,2017-03-14,global,
2017-03-14,5,Castle on the Hill,Ed Sheeran,3350758,2017-03-14,global,
2017-03-14,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3298190,2017-03-14,global,
2017-03-14,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3269897,2017-03-14,global,
2017-03-14,8,Paris,The Chainsmokers,3213508,2017-03-14,global,
2017-03-14,9,That's What I Like,Bruno Mars,3010366,2017-03-14,global,
2017-03-14,10,Stay (with Alessia Cara),Zedd,2942473,2017-03-14,global,
2017-03-15,1,Shape of You,Ed Sheeran,7704578,2017-03-15,global,
2017-03-15,2,It Ain't Me (with Selena Gomez),Kygo,4294933,2017-03-15,global,
2017-03-15,3,Galway Girl,Ed Sheeran,4142212,2017-03-15,global,
2017-03-15,4,Something Just Like This,The Chainsmokers,4037428,2017-03-15,global,
2017-03-15,5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3355894,2017-03-15,global,
2017-03-15,6,Castle on the Hill,Ed Sheeran,3304579,2017-03-15,global,
2017-03-15,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3295321,2017-03-15,global,
2017-03-15,8,Paris,The Chainsmokers,3219100,2017-03-15,global,
2017-03-15,9,That's What I Like,Bruno Mars,3102627,2017-03-15,global,
2017-03-15,10,Stay (with Alessia Cara),Zedd,3012213,2017-03-15,global,
2017-03-16,1,Shape of You,Ed Sheeran,7668500,2017-03-16,global,
2017-03-16,2,It Ain't Me (with Selena Gomez),Kygo,4380000,2017-03-16,global,
2017-03-16,3,Galway Girl,Ed Sheeran,4114570,2017-03-16,global,
2017-03-16,4,Something Just Like This,The Chainsmokers,4080722,2017-03-16,global,
2017-03-16,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3376905,2017-03-16,global,
2017-03-16,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3373566,2017-03-16,global,
2017-03-16,7,Paris,The Chainsmokers,3197664,2017-03-16,global,
2017-03-16,8,Castle on the Hill,Ed Sheeran,3191797,2017-03-16,global,
2017-03-16,9,That's What I Like,Bruno Mars,3143060,2017-03-16,global,
2017-03-16,10,Stay (with Alessia Cara),Zedd,3102956,2017-03-16,global,
2017-03-17,1,Shape of You,Ed Sheeran,7889417,2017-03-17,global,
2017-03-17,2,It Ain't Me (with Selena Gomez),Kygo,4373847,2017-03-17,global,
2017-03-17,3,Galway Girl,Ed Sheeran,4263532,2017-03-17,global,
2017-03-17,4,Something Just Like This,The Chainsmokers,4111140,2017-03-17,global,
2017-03-17,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3638055,2017-03-17,global,
2017-03-17,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3394281,2017-03-17,global,
2017-03-17,7,Paris,The Chainsmokers,3253506,2017-03-17,global,
2017-03-17,8,That's What I Like,Bruno Mars,3187815,2017-03-17,global,
2017-03-17,9,Castle on the Hill,Ed Sheeran,3162767,2017-03-17,global,
2017-03-17,10,Stay (with Alessia Cara),Zedd,3138240,2017-03-17,global,
2017-03-18,1,Shape of You,Ed Sheeran,7765409,2017-03-18,global,
2017-03-18,2,It Ain't Me (with Selena Gomez),Kygo,4213104,2017-03-18,global,
2017-03-18,3,Something Just Like This,The Chainsmokers,3989872,2017-03-18,global,
2017-03-18,4,Galway Girl,Ed Sheeran,3917924,2017-03-18,global,
2017-03-18,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3773816,2017-03-18,global,
2017-03-18,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3278268,2017-03-18,global,
2017-03-18,7,Paris,The Chainsmokers,3189737,2017-03-18,global,
2017-03-18,8,That's What I Like,Bruno Mars,3144263,2017-03-18,global,
2017-03-18,9,Stay (with Alessia Cara),Zedd,3086280,2017-03-18,global,
2017-03-18,10,Castle on the Hill,Ed Sheeran,2982578,2017-03-18,global,
2017-03-19,1,Shape of You,Ed Sheeran,6791017,2017-03-19,global,
2017-03-19,2,Passionfruit,Drake,4285731,2017-03-19,global,
2017-03-19,3,Free Smoke,Drake,4115145,2017-03-19,global,
2017-03-19,4,It Ain't Me (with Selena Gomez),Kygo,3706615,2017-03-19,global,
2017-03-19,5,Portland,Drake,3620000,2017-03-19,global,
2017-03-19,6,No Long Talk,Drake,3607422,2017-03-19,global,
2017-03-19,7,Something Just Like This,The Chainsmokers,3561983,2017-03-19,global,
2017-03-19,8,Galway Girl,Ed Sheeran,3507056,2017-03-19,global,
2017-03-19,9,Despacito (Featuring Daddy Yankee),Luis Fonsi,3212490,2017-03-19,global,
2017-03-19,10,Blem,Drake,3121942,2017-03-19,global,
2017-03-20,1,Shape of You,Ed Sheeran,6990435,2017-03-20,global,
2017-03-20,2,Passionfruit,Drake,5355750,2017-03-20,global,
2017-03-20,3,Portland,Drake,3986739,2017-03-20,global,
2017-03-20,4,It Ain't Me (with Selena Gomez),Kygo,3911503,2017-03-20,global,
2017-03-20,5,Free Smoke,Drake,3860281,2017-03-20,global,
2017-03-20,6,Something Just Like This,The Chainsmokers,3745702,2017-03-20,global,
2017-03-20,7,Galway Girl,Ed Sheeran,3648641,2017-03-20,global,
2017-03-20,8,Blem,Drake,3477090,2017-03-20,global,
2017-03-20,9,No Long Talk,Drake,3379264,2017-03-20,global,
2017-03-20,10,Gyalchester,Drake,3328701,2017-03-20,global,
2017-03-21,1,Shape of You,Ed Sheeran,7049619,2017-03-21,global,
2017-03-21,2,Passionfruit,Drake,5626795,2017-03-21,global,
2017-03-21,3,It Ain't Me (with Selena Gomez),Kygo,3993922,2017-03-21,global,
2017-03-21,4,Portland,Drake,3833792,2017-03-21,global,
2017-03-21,5,Something Just Like This,The Chainsmokers,3830283,2017-03-21,global,
2017-03-21,6,Galway Girl,Ed Sheeran,3623976,2017-03-21,global,
2017-03-21,7,Free Smoke,Drake,3360527,2017-03-21,global,
2017-03-21,8,Blem,Drake,3255983,2017-03-21,global,
2017-03-21,9,Gyalchester,Drake,3133471,2017-03-21,global,
2017-03-21,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,3110043,2017-03-21,global,
2017-03-22,1,Shape of You,Ed Sheeran,7063984,2017-03-22,global,
2017-03-22,2,Passionfruit,Drake,5331184,2017-03-22,global,
2017-03-22,3,It Ain't Me (with Selena Gomez),Kygo,4023759,2017-03-22,global,
2017-03-22,4,Something Just Like This,The Chainsmokers,3855992,2017-03-22,global,
2017-03-22,5,Galway Girl,Ed Sheeran,3565619,2017-03-22,global,
2017-03-22,6,Portland,Drake,3493599,2017-03-22,global,
2017-03-22,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3142377,2017-03-22,global,
2017-03-22,8,Stay (with Alessia Cara),Zedd,3100900,2017-03-22,global,
2017-03-22,9,That's What I Like,Bruno Mars,3038142,2017-03-22,global,
2017-03-22,10,Blem,Drake,2941315,2017-03-22,global,
2017-03-23,1,Shape of You,Ed Sheeran,7042985,2017-03-23,global,
2017-03-23,2,Passionfruit,Drake,5163364,2017-03-23,global,
2017-03-23,3,It Ain't Me (with Selena Gomez),Kygo,4039993,2017-03-23,global,
2017-03-23,4,Something Just Like This,The Chainsmokers,3845747,2017-03-23,global,
2017-03-23,5,Galway Girl,Ed Sheeran,3544711,2017-03-23,global,
2017-03-23,6,Portland,Drake,3191239,2017-03-23,global,
2017-03-23,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3179335,2017-03-23,global,
2017-03-23,8,Stay (with Alessia Cara),Zedd,3130690,2017-03-23,global,
2017-03-23,9,That's What I Like,Bruno Mars,3029396,2017-03-23,global,
2017-03-23,10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2889672,2017-03-23,global,
2017-03-24,1,Shape of You,Ed Sheeran,7376172,2017-03-24,global,
2017-03-24,2,Passionfruit,Drake,5122436,2017-03-24,global,
2017-03-24,3,It Ain't Me (with Selena Gomez),Kygo,4204419,2017-03-24,global,
2017-03-24,4,Something Just Like This,The Chainsmokers,4011839,2017-03-24,global,
2017-03-24,5,Galway Girl,Ed Sheeran,3630032,2017-03-24,global,
2017-03-24,6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3462196,2017-03-24,global,
2017-03-24,7,Stay (with Alessia Cara),Zedd,3248529,2017-03-24,global,
2017-03-24,8,That's What I Like,Bruno Mars,3184736,2017-03-24,global,
2017-03-24,9,Portland,Drake,2967271,2017-03-24,global,
2017-03-24,10,Paris,The Chainsmokers,2950592,2017-03-24,global,
2017-03-25,1,Shape of You,Ed Sheeran,7429090,2017-03-25,global,
2017-03-25,2,Passionfruit,Drake,4807326,2017-03-25,global,
2017-03-25,3,It Ain't Me (with Selena Gomez),Kygo,4268037,2017-03-25,global,
2017-03-25,4,Something Just Like This,The Chainsmokers,3978468,2017-03-25,global,
2017-03-25,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3663942,2017-03-25,global,
2017-03-25,6,Galway Girl,Ed Sheeran,3600748,2017-03-25,global,
2017-03-25,7,Stay (with Alessia Cara),Zedd,3303287,2017-03-25,global,
2017-03-25,8,That's What I Like,Bruno Mars,3270384,2017-03-25,global,
2017-03-25,9,Paris,The Chainsmokers,2958091,2017-03-25,global,
2017-03-25,10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2873160,2017-03-25,global,
2017-03-26,1,Shape of You,Ed Sheeran,6393509,2017-03-26,global,
2017-03-26,2,Passionfruit,Drake,4152810,2017-03-26,global,
2017-03-26,3,It Ain't Me (with Selena Gomez),Kygo,3698107,2017-03-26,global,
2017-03-26,4,Something Just Like This,The Chainsmokers,3463206,2017-03-26,global,
2017-03-26,5,Galway Girl,Ed Sheeran,3196823,2017-03-26,global,
2017-03-26,6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3088062,2017-03-26,global,
2017-03-26,7,That's What I Like,Bruno Mars,2953436,2017-03-26,global,
2017-03-26,8,Stay (with Alessia Cara),Zedd,2943693,2017-03-26,global,
2017-03-26,9,Paris,The Chainsmokers,2562252,2017-03-26,global,
2017-03-26,10,Mask Off,Future,2534988,2017-03-26,global,
2017-03-27,1,Shape of You,Ed Sheeran,6668249,2017-03-27,global,
2017-03-27,2,Passionfruit,Drake,4568554,2017-03-27,global,
2017-03-27,3,It Ain't Me (with Selena Gomez),Kygo,3975366,2017-03-27,global,
2017-03-27,4,Something Just Like This,The Chainsmokers,3737358,2017-03-27,global,
2017-03-27,5,Galway Girl,Ed Sheeran,3354527,2017-03-27,global,
2017-03-27,6,Stay (with Alessia Cara),Zedd,3178265,2017-03-27,global,
2017-03-27,7,That's What I Like,Bruno Mars,3127745,2017-03-27,global,
2017-03-27,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3070771,2017-03-27,global,
2017-03-27,9,Mask Off,Future,2784592,2017-03-27,global,
2017-03-27,10,Paris,The Chainsmokers,2745591,2017-03-27,global,
2017-03-28,1,Shape of You,Ed Sheeran,6681485,2017-03-28,global,
2017-03-28,2,Passionfruit,Drake,4519289,2017-03-28,global,
2017-03-28,3,It Ain't Me (with Selena Gomez),Kygo,4053140,2017-03-28,global,
2017-03-28,4,Something Just Like This,The Chainsmokers,3848681,2017-03-28,global,
2017-03-28,5,Galway Girl,Ed Sheeran,3347743,2017-03-28,global,
2017-03-28,6,Stay (with Alessia Cara),Zedd,3277751,2017-03-28,global,
2017-03-28,7,That's What I Like,Bruno Mars,3238672,2017-03-28,global,
2017-03-28,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3151490,2017-03-28,global,
2017-03-28,9,Mask Off,Future,2921558,2017-03-28,global,
2017-03-28,10,Paris,The Chainsmokers,2811569,2017-03-28,global,
2017-03-29,1,Shape of You,Ed Sheeran,6670212,2017-03-29,global,
2017-03-29,2,Passionfruit,Drake,4453513,2017-03-29,global,
2017-03-29,3,It Ain't Me (with Selena Gomez),Kygo,4101841,2017-03-29,global,
2017-03-29,4,Something Just Like This,The Chainsmokers,3864901,2017-03-29,global,
2017-03-29,5,Stay (with Alessia Cara),Zedd,3340396,2017-03-29,global,
2017-03-29,6,Galway Girl,Ed Sheeran,3297845,2017-03-29,global,
2017-03-29,7,That's What I Like,Bruno Mars,3290404,2017-03-29,global,
2017-03-29,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3200522,2017-03-29,global,
2017-03-29,9,Mask Off,Future,2989720,2017-03-29,global,
2017-03-29,10,Paris,The Chainsmokers,2809919,2017-03-29,global,
2017-03-30,1,Shape of You,Ed Sheeran,6645957,2017-03-30,global,
2017-03-30,2,Passionfruit,Drake,4429239,2017-03-30,global,
2017-03-30,3,It Ain't Me (with Selena Gomez),Kygo,4099577,2017-03-30,global,
2017-03-30,4,Something Just Like This,The Chainsmokers,3862951,2017-03-30,global,
2017-03-30,5,Stay (with Alessia Cara),Zedd,3316515,2017-03-30,global,
2017-03-30,6,That's What I Like,Bruno Mars,3298986,2017-03-30,global,
2017-03-30,7,Galway Girl,Ed Sheeran,3295434,2017-03-30,global,
2017-03-30,8,Despacito (Featuring Daddy Yankee),Luis Fonsi,3248614,2017-03-30,global,
2017-03-30,9,Mask Off,Future,3065024,2017-03-30,global,
2017-03-30,10,Paris,The Chainsmokers,2804345,2017-03-30,global,
2017-03-31,1,Shape of You,Ed Sheeran,6935206,2017-03-31,global,
2017-03-31,2,Passionfruit,Drake,4482238,2017-03-31,global,
2017-03-31,3,It Ain't Me (with Selena Gomez),Kygo,4206875,2017-03-31,global,
2017-03-31,4,Something Just Like This,The Chainsmokers,4054795,2017-03-31,global,
2017-03-31,5,That's What I Like,Bruno Mars,3435277,2017-03-31,global,
2017-03-31,6,Stay (with Alessia Cara),Zedd,3418080,2017-03-31,global,
2017-03-31,7,Despacito (Featuring Daddy Yankee),Luis Fonsi,3409056,2017-03-31,global,
2017-03-31,8,Galway Girl,Ed Sheeran,3352285,2017-03-31,global,
2017-03-31,9,Mask Off,Future,3306994,2017-03-31,global,
2017-03-31,10,Paris,The Chainsmokers,2910981,2017-03-31,global,
2017-04-01,1,Shape of You,Ed Sheeran,6815498,2017-04-01,global,
2017-04-01,2,Passionfruit,Drake,4235699,2017-04-01,global,
2017-04-01,3,It Ain't Me (with Selena Gomez),Kygo,4102670,2017-04-01,global,
2017-04-01,4,Something Just Like This,The Chainsmokers,3890316,2017-04-01,global,
2017-04-01,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3456893,2017-04-01,global,
2017-04-01,6,That's What I Like,Bruno Mars,3419965,2017-04-01,global,
2017-04-01,7,Stay (with Alessia Cara),Zedd,3312387,2017-04-01,global,
2017-04-01,8,Mask Off,Future,3235648,2017-04-01,global,
2017-04-01,9,Galway Girl,Ed Sheeran,3226585,2017-04-01,global,
2017-04-01,10,HUMBLE.,Kendrick Lamar,3135995,2017-04-01,global,
2017-04-02,1,Shape of You,Ed Sheeran,5983149,2017-04-02,global,
2017-04-02,2,Passionfruit,Drake,3781815,2017-04-02,global,
2017-04-02,3,It Ain't Me (with Selena Gomez),Kygo,3632878,2017-04-02,global,
2017-04-02,4,Something Just Like This,The Chainsmokers,3466544,2017-04-02,global,
2017-04-02,5,That's What I Like,Bruno Mars,3075581,2017-04-02,global,
2017-04-02,6,HUMBLE.,Kendrick Lamar,3003820,2017-04-02,global,
2017-04-02,7,Stay (with Alessia Cara),Zedd,2981706,2017-04-02,global,
2017-04-02,8,Mask Off,Future,2970696,2017-04-02,global,
2017-04-02,9,Despacito (Featuring Daddy Yankee),Luis Fonsi,2926285,2017-04-02,global,
2017-04-02,10,Galway Girl,Ed Sheeran,2898879,2017-04-02,global,
2017-04-03,1,Shape of You,Ed Sheeran,6155248,2017-04-03,global,
2017-04-03,2,Passionfruit,Drake,3977038,2017-04-03,global,
2017-04-03,3,It Ain't Me (with Selena Gomez),Kygo,3890502,2017-04-03,global,
2017-04-03,4,HUMBLE.,Kendrick Lamar,3796302,2017-04-03,global,
2017-04-03,5,Something Just Like This,The Chainsmokers,3713688,2017-04-03,global,
2017-04-03,6,That's What I Like,Bruno Mars,3235496,2017-04-03,global,
2017-04-03,7,Stay (with Alessia Cara),Zedd,3226341,2017-04-03,global,
2017-04-03,8,Mask Off,Future,3188634,2017-04-03,global,
2017-04-03,9,Galway Girl,Ed Sheeran,3006907,2017-04-03,global,
2017-04-03,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2860438,2017-04-03,global,
2017-04-04,1,Shape of You,Ed Sheeran,6184460,2017-04-04,global,
2017-04-04,2,HUMBLE.,Kendrick Lamar,3973790,2017-04-04,global,
2017-04-04,3,It Ain't Me (with Selena Gomez),Kygo,3944702,2017-04-04,global,
2017-04-04,4,Passionfruit,Drake,3935815,2017-04-04,global,
2017-04-04,5,Something Just Like This,The Chainsmokers,3780838,2017-04-04,global,
2017-04-04,6,That's What I Like,Bruno Mars,3289521,2017-04-04,global,
2017-04-04,7,Mask Off,Future,3284315,2017-04-04,global,
2017-04-04,8,Stay (with Alessia Cara),Zedd,3284080,2017-04-04,global,
2017-04-04,9,Galway Girl,Ed Sheeran,3002731,2017-04-04,global,
2017-04-04,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2950069,2017-04-04,global,
2017-04-05,1,Shape of You,Ed Sheeran,6142684,2017-04-05,global,
2017-04-05,2,It Ain't Me (with Selena Gomez),Kygo,3945157,2017-04-05,global,
2017-04-05,3,HUMBLE.,Kendrick Lamar,3933024,2017-04-05,global,
2017-04-05,4,Passionfruit,Drake,3885210,2017-04-05,global,
2017-04-05,5,Something Just Like This,The Chainsmokers,3790119,2017-04-05,global,
2017-04-05,6,That's What I Like,Bruno Mars,3349456,2017-04-05,global,
2017-04-05,7,Mask Off,Future,3339601,2017-04-05,global,
2017-04-05,8,Stay (with Alessia Cara),Zedd,3309837,2017-04-05,global,
2017-04-05,9,Galway Girl,Ed Sheeran,2984138,2017-04-05,global,
2017-04-05,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2953054,2017-04-05,global,
2017-04-06,1,Shape of You,Ed Sheeran,6121652,2017-04-06,global,
2017-04-06,2,It Ain't Me (with Selena Gomez),Kygo,3958963,2017-04-06,global,
2017-04-06,3,HUMBLE.,Kendrick Lamar,3865830,2017-04-06,global,
2017-04-06,4,Passionfruit,Drake,3827066,2017-04-06,global,
2017-04-06,5,Something Just Like This,The Chainsmokers,3797881,2017-04-06,global,
2017-04-06,6,Mask Off,Future,3407647,2017-04-06,global,
2017-04-06,7,That's What I Like,Bruno Mars,3324676,2017-04-06,global,
2017-04-06,8,Stay (with Alessia Cara),Zedd,3283877,2017-04-06,global,
2017-04-06,9,Despacito (Featuring Daddy Yankee),Luis Fonsi,2994396,2017-04-06,global,
2017-04-06,10,Galway Girl,Ed Sheeran,2984947,2017-04-06,global,
2017-04-07,1,Shape of You,Ed Sheeran,6527529,2017-04-07,global,
2017-04-07,2,Something Just Like This,The Chainsmokers,4872592,2017-04-07,global,
2017-04-07,3,It Ain't Me (with Selena Gomez),Kygo,4139668,2017-04-07,global,
2017-04-07,4,Passionfruit,Drake,4034841,2017-04-07,global,
2017-04-07,5,HUMBLE.,Kendrick Lamar,4033799,2017-04-07,global,
2017-04-07,6,Mask Off,Future,3693603,2017-04-07,global,
2017-04-07,7,That's What I Like,Bruno Mars,3476281,2017-04-07,global,
2017-04-07,8,Stay (with Alessia Cara),Zedd,3457577,2017-04-07,global,
2017-04-07,9,Paris,The Chainsmokers,3447866,2017-04-07,global,
2017-04-07,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,3287686,2017-04-07,global,
